id,公告日期,交易案件機關,交易案件名稱,交易日期,交易對象,交易金額,交易屬第14條第1項但書,法令依據,公職人員姓名,服務機關團體,職稱,關係人名稱,統一編號,代表人或管理人,關係人與公職人員之關係
AA03111003480,111/04/14,桃園市政府社會局,老人福利宣導暨關懷弱勢團體,111/04/06,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區邱姓宗親會,31634346,邱清寬,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111003641,111/04/22,桃園市八德區公所,2022八德元宵暨祈龜文化薪傳推廣活動,111/02/14,公職人員之關係人,"900,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市八德公所補助小型藝文活動作業須知,呂林小鳳,桃園市八德區公所,議員,桃園市台灣人民俗文化協會,10028153,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111003650,111/04/22,桃園市政府社會局,老人福利宣導暨關懷弱勢團體,111/04/06,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區邱姓宗親會,31634346,邱清寬,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111003660,111/04/22,桃園市政府社會局,社會福利暨關懷弱勢團體,111/04/12,公職人員之關係人,"70,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區舞蹈協會,83319880,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111003670,111/04/22,桃園市政府社會局,老人福利宣導暨關懷弱勢團體,111/04/15,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市八德區廣興土風舞協會,41049180,呂理亮,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111003711,111/04/22,桃園市政府社會局,老人福利宣導暨關懷弱勢團體,111/04/15,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市幸福運動協會,82278088,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111003721,111/04/22,桃園市政府社會局,身障桌球競賽暨身心障礙福利宣導,111/04/12,公職人員之關係人,"50,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,陳威翔,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111003731,111/04/22,桃園市政府社會局,老人福利宣導活動,111/04/15,公職人員之關係人,"80,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第10、11點規定,呂林小鳳,桃園市議會,市議員,桃園市高明舞蹈協會,50637456,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111005161,111/07/11,桃園市八德區公所,幸福健走活動,111/03/12,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府補助辦理體育活動要點、桃園市政府各區公所補助辦理區級體育活動計畫,呂林小鳳,桃園市議會,市議員,桃園市幸福運動協會,82278088,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111005171,111/07/11,桃園市八德區公所,2022玉皇大帝天佑台灣-九五至尊聚桃園,111/05/14,公職人員之關係人,"600,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市八德公所補助小型藝文活動作業須知,段樹文,桃園市議會,市議員,霄裡玉元宮,95934375,段樹文,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任：負責人"
AA03111005321,111/07/20,桃園市八德區公所,發現埤塘之美-樂活健走暨闖關活動,111/06/29,公職人員本人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市各區公所補助小型藝文活動作業須知,朱珍瑤,桃園市議會,市議員,,,,
AA03111005551,111/08/02,桃園市八德區公所,桌球友誼賽,111/07/29,公職人員之關係人,"20,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府補助辦理體育活動要點、桃園市政府各區公所補助辦理區級體育活動計畫,呂林小鳳,桃園市議會,市議員,桃園市桌球協會,09617580,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：常務監事"
AA03111006431,111/09/08,桃園市政府社會局,興仁醬好味、傳承永留香活動,111/06/29,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36條,呂林小鳳,桃園市政府社會局,市議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111006441,111/09/08,桃園市政府社會局,歌聲一溫情滿興仁,111/07/05,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36條,呂林小鳳,桃園市政府社會局,市議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
AA03111006451,111/09/08,桃園市政府社會局,溫情滿興仁—烏克麗麗,111/07/05,公職人員之關係人,"60,000",第3款：對公職人員之關係人依法令規定以公開公平方式辦理之補助。,桃園市政府推展社會福利服務補助要點第36條,呂林小鳳,桃園市政府社會局,市議員,桃園市八德區興仁社區發展協會,34860751,呂林小鳳,"關係人屬：非法人團體，係由 ： 公職人員本人 擔任 相類似職務：理事長"
